LoanID,ApplicationID,CustomerID,Product,LoanAmount,InterestRate,LoanTermDays,DisbursementDate,OutstandingBalance,LoanStatus
L0000317,APP0000446,C004750,Nano,187.63,15.93,30,2025-02-23,25.25,Active
L0000318,APP0000448,C000133,ACS,9.14,6.28,7,2025-05-27,3.01,Active
L0000319,APP0000449,C003952,Nano,233.98,12.01,30,2025-03-29,0.0,Closed
L0000320,APP0000451,C002409,Nano,211.85,14.06,30,2025-02-09,0.0,Active
L0000321,APP0000452,C000829,ACS,6.57,9.27,7,2025-04-01,0.0,Closed
L0000322,APP0000453,C000758,Nano,277.15,17.02,30,2025-03-31,0.0,Closed
L0000323,APP0000454,C001487,BNPL,154.06,2.62,136,2025-03-09,0.0,Closed
L0000324,APP0000455,C002669,BNPL,157.93,3.43,169,2025-02-22,0.0,Closed
L0000325,APP0000457,C003492,Nano,147.16,12.51,30,2025-05-14,4.58,Active
L0000326,APP0000460,C000852,Nano,230.23,14.1,30,2025-02-18,110.88,Defaulted
L0000327,APP0000461,C004757,Nano,54.55,13.1,30,2025-07-15,28.61,Active
L0000328,APP0000464,C001433,Nano,172.06,15.31,30,2025-07-10,46.22,Active
L0000329,APP0000465,C003657,BNPL,789.27,4.24,95,2025-08-17,303.82,Active
L0000330,APP0000466,C001628,Nano,252.43,12.4,30,2025-03-14,135.61,Defaulted
L0000331,APP0000470,C000857,Nano,44.39,15.06,30,2025-08-22,17.45,Active
L0000332,APP0000471,C002365,ACS,20.71,9.64,7,2025-08-02,8.07,Active
L0000333,APP0000472,C004855,Nano,119.75,12.47,30,2025-05-25,3.83,Active
L0000334,APP0000473,C001017,ACS,5.43,6.51,7,2025-10-02,3.43,Active
L0000335,APP0000474,C003991,ACS,24.78,6.81,7,2025-09-11,12.68,Active
L0000336,APP0000475,C002603,ACS,26.98,7.5,7,2025-08-24,10.42,Active
L0000337,APP0000476,C004901,Nano,55.59,12.53,30,2025-05-29,1.27,Closed
L0000338,APP0000478,C000519,BNPL,215.61,2.34,97,2025-01-28,0.0,Active
L0000339,APP0000480,C000378,Nano,35.65,14.88,30,2025-03-23,0.0,Closed
L0000340,APP0000481,C001110,Nano,214.63,16.54,30,2025-02-01,0.0,Closed
L0000341,APP0000482,C002680,ACS,6.0,6.47,7,2025-03-21,0.0,Closed
L0000342,APP0000483,C004501,BNPL,684.31,4.42,147,2025-06-02,475.69,Defaulted
L0000343,APP0000484,C003073,BNPL,972.63,2.27,167,2025-01-05,0.0,Closed
L0000344,APP0000485,C001824,ACS,9.31,8.62,7,2025-04-04,1.1,Active
L0000345,APP0000487,C001222,ACS,22.55,6.52,7,2025-04-01,0.0,Closed
L0000346,APP0000488,C000467,Nano,111.54,16.76,30,2025-05-21,3.0,Closed
L0000347,APP0000489,C003669,ACS,27.09,8.87,7,2025-10-15,17.27,Active
L0000348,APP0000490,C004219,BNPL,727.37,4.25,106,2025-05-16,16.51,Closed
L0000349,APP0000491,C003062,BNPL,292.59,4.8,162,2025-02-10,0.0,Closed
L0000350,APP0000492,C002449,Nano,59.8,17.52,30,2025-09-15,36.31,Active
L0000351,APP0000494,C001841,ACS,5.87,8.56,7,2025-02-03,0.0,Closed
L0000352,APP0000496,C002523,BNPL,183.7,2.12,150,2025-01-24,23.46,Active
L0000353,APP0000497,C004360,ACS,26.8,7.02,7,2025-01-14,11.58,Defaulted
L0000354,APP0000498,C000203,ACS,11.37,7.74,7,2025-05-27,0.25,Closed
L0000355,APP0000500,C001076,BNPL,999.41,2.53,116,2025-09-09,513.81,Active
L0000356,APP0000501,C000583,BNPL,352.95,4.64,96,2025-05-06,8.15,Closed
L0000357,APP0000503,C000261,Nano,240.49,12.67,30,2025-08-13,93.97,Active
L0000358,APP0000505,C001088,BNPL,394.38,4.81,178,2025-04-04,0.0,Closed
L0000359,APP0000506,C000393,BNPL,844.29,4.64,153,2025-06-26,402.57,Active
L0000360,APP0000507,C004913,ACS,28.65,7.69,7,2025-07-07,9.75,Active
L0000361,APP0000508,C001465,ACS,5.31,9.81,7,2025-09-03,2.71,Active
L0000362,APP0000509,C001758,Nano,245.97,12.83,30,2025-08-15,190.24,Active
L0000363,APP0000510,C000924,ACS,7.13,8.11,7,2025-02-11,0.23,Active
L0000364,APP0000511,C003432,ACS,10.16,8.55,7,2025-03-10,1.22,Active
L0000365,APP0000512,C004624,Nano,126.78,13.43,30,2025-03-23,0.0,Closed
L0000366,APP0000513,C001697,BNPL,988.48,4.83,179,2025-09-17,538.96,Active
L0000367,APP0000515,C002046,ACS,29.77,7.25,7,2025-05-22,2.31,Active
L0000368,APP0000516,C002735,Nano,129.22,14.96,30,2025-01-16,108.98,Defaulted
L0000369,APP0000517,C004002,ACS,23.09,9.44,7,2025-03-08,0.0,Closed
L0000370,APP0000518,C004759,ACS,21.73,8.26,7,2025-10-26,15.66,Active
L0000371,APP0000520,C001865,Nano,46.14,15.31,30,2025-02-27,29.66,Defaulted
L0000372,APP0000521,C002345,ACS,5.33,7.18,7,2025-01-13,0.0,Active
L0000373,APP0000522,C004325,Nano,151.54,15.91,30,2025-02-14,0.0,Closed
L0000374,APP0000523,C001767,Nano,181.55,15.8,30,2025-01-20,81.43,Defaulted
L0000375,APP0000524,C002338,Nano,31.7,15.27,30,2025-04-18,0.0,Closed
L0000376,APP0000528,C004504,ACS,22.15,8.14,7,2025-02-17,0.0,Closed
L0000377,APP0000530,C002315,Nano,42.51,13.33,30,2025-05-28,11.97,Active
L0000378,APP0000531,C001387,Nano,225.84,16.19,30,2025-03-24,0.0,Active
L0000379,APP0000533,C000604,BNPL,579.42,3.14,180,2025-01-15,0.0,Closed
L0000380,APP0000535,C000344,ACS,6.39,8.19,7,2025-07-01,1.68,Active
L0000381,APP0000536,C001445,ACS,28.81,9.52,7,2025-05-20,21.83,Defaulted
L0000382,APP0000537,C004958,BNPL,890.48,4.62,137,2025-05-31,772.82,Active
L0000383,APP0000538,C001115,BNPL,993.97,4.8,164,2025-03-11,517.24,Defaulted
L0000384,APP0000540,C001942,BNPL,659.85,4.83,90,2025-01-22,189.87,Defaulted
L0000385,APP0000542,C002534,ACS,28.43,9.73,7,2025-04-10,13.75,Active
L0000386,APP0000543,C002906,Nano,277.51,13.4,30,2025-12-01,244.23,Active
L0000387,APP0000544,C000436,ACS,5.9,9.02,7,2025-05-06,0.15,Closed
L0000388,APP0000545,C001606,Nano,236.44,15.61,30,2025-04-06,92.29,Active
L0000389,APP0000546,C004549,BNPL,433.58,2.73,145,2025-03-21,143.37,Active
L0000390,APP0000549,C003152,Nano,166.23,13.37,30,2025-04-27,21.63,Active
L0000391,APP0000551,C002679,Nano,188.59,12.39,30,2025-06-15,161.53,Defaulted
L0000392,APP0000552,C000043,ACS,6.39,7.73,7,2025-05-19,0.44,Active
L0000393,APP0000553,C003781,BNPL,963.99,2.75,128,2025-09-06,672.69,Active
L0000394,APP0000554,C004933,Nano,98.99,12.09,30,2025-04-14,0.0,Closed
L0000395,APP0000555,C000616,Nano,280.08,14.9,30,2025-04-14,62.75,Active
L0000396,APP0000556,C002054,Nano,84.2,14.16,30,2025-05-08,16.59,Active
L0000397,APP0000557,C000971,ACS,17.25,6.8,7,2025-07-05,4.51,Active
L0000398,APP0000558,C000981,ACS,8.19,9.59,7,2025-09-17,4.9,Active
L0000399,APP0000559,C003965,ACS,27.02,7.2,7,2025-01-24,0.0,Closed
L0000400,APP0000561,C000621,Nano,50.72,12.14,30,2025-01-23,0.0,Closed
L0000401,APP0000563,C001545,Nano,297.85,14.11,30,2025-02-27,0.0,Active
L0000402,APP0000564,C004880,BNPL,957.28,3.71,161,2025-05-26,13.27,Closed
L0000403,APP0000565,C001973,Nano,31.96,12.65,30,2025-02-18,0.0,Closed
L0000404,APP0000567,C000516,BNPL,932.61,2.99,132,2025-06-29,476.37,Active
L0000405,APP0000569,C001031,Nano,284.06,16.76,30,2025-06-26,40.22,Active
L0000406,APP0000570,C001823,BNPL,888.52,4.41,172,2025-03-22,0.0,Closed
L0000407,APP0000571,C001519,BNPL,913.85,3.25,143,2025-08-22,707.86,Active
L0000408,APP0000574,C002586,ACS,24.23,6.29,7,2025-01-28,0.0,Closed
L0000409,APP0000575,C002594,ACS,12.65,8.78,7,2025-03-21,1.22,Active
L0000410,APP0000576,C002121,ACS,16.4,7.09,7,2025-03-02,0.0,Closed
L0000411,APP0000577,C002625,Nano,109.21,12.02,30,2025-03-03,74.62,Defaulted
L0000412,APP0000579,C001308,Nano,55.29,15.38,30,2025-07-08,49.23,Defaulted
L0000413,APP0000580,C000960,ACS,12.72,6.67,7,2025-02-06,0.0,Closed
L0000414,APP0000582,C000687,ACS,24.73,6.77,7,2025-07-01,6.58,Active
L0000415,APP0000583,C001758,Nano,159.54,14.14,30,2025-05-30,84.77,Defaulted
L0000416,APP0000584,C002908,BNPL,650.82,3.4,132,2025-05-01,20.62,Active
L0000417,APP0000587,C002359,Nano,194.14,15.14,30,2025-08-23,75.33,Active
L0000418,APP0000588,C002488,ACS,8.22,6.76,7,2025-03-14,0.0,Closed
L0000419,APP0000589,C000222,Nano,287.34,14.31,30,2025-03-23,0.0,Closed
L0000420,APP0000590,C003951,Nano,80.12,16.43,30,2025-06-06,44.96,Active
L0000421,APP0000592,C004206,Nano,274.54,17.8,30,2025-03-13,22.5,Active
L0000422,APP0000593,C003223,Nano,126.88,12.97,30,2025-02-27,94.94,Defaulted
L0000423,APP0000594,C004584,Nano,79.25,15.71,30,2025-02-26,0.0,Closed
L0000424,APP0000595,C004376,ACS,26.19,8.56,7,2025-06-05,15.61,Active
L0000425,APP0000596,C001891,ACS,7.89,7.63,7,2025-08-07,3.09,Active
L0000426,APP0000597,C001970,Nano,249.37,17.27,30,2025-04-24,0.0,Closed
L0000427,APP0000598,C004522,Nano,57.83,17.68,30,2025-05-10,27.46,Active
L0000428,APP0000599,C004417,Nano,27.64,15.82,30,2025-04-02,14.87,Active
L0000429,APP0000600,C003546,Nano,78.44,12.91,30,2025-06-09,49.81,Active
L0000430,APP0000601,C004618,BNPL,394.11,4.09,127,2025-07-26,102.92,Active
L0000431,APP0000602,C003125,ACS,15.13,7.2,7,2025-04-30,11.17,Active
L0000432,APP0000607,C002780,Nano,129.74,16.28,30,2025-01-25,85.68,Defaulted
L0000433,APP0000608,C002802,ACS,24.33,7.8,7,2025-01-21,6.96,Defaulted
L0000434,APP0000609,C003660,ACS,29.0,7.12,7,2025-04-17,6.41,Active
L0000435,APP0000610,C003895,ACS,12.48,9.79,7,2025-02-16,5.6,Active
L0000436,APP0000612,C004942,ACS,26.96,8.57,7,2025-05-25,1.57,Active
L0000437,APP0000613,C002209,BNPL,398.47,4.92,136,2025-02-20,72.96,Defaulted
L0000438,APP0000615,C000904,Nano,59.68,16.7,30,2025-02-13,0.0,Active
L0000439,APP0000616,C004951,ACS,16.36,9.11,7,2025-05-22,0.55,Active
L0000440,APP0000617,C001971,Nano,140.35,13.09,30,2025-06-02,30.02,Active
L0000441,APP0000618,C000856,BNPL,644.57,3.76,154,2025-06-20,96.16,Active
L0000442,APP0000619,C004233,ACS,20.43,9.18,7,2025-01-25,0.94,Active
L0000443,APP0000620,C004791,ACS,16.44,9.21,7,2025-04-14,9.42,Active
L0000444,APP0000621,C001071,BNPL,978.93,4.74,163,2025-08-31,421.55,Active
L0000445,APP0000623,C004526,BNPL,287.33,3.88,173,2025-05-24,83.47,Active
L0000446,APP0000624,C003313,ACS,16.17,6.23,7,2025-03-07,0.9,Active
L0000447,APP0000625,C002184,BNPL,505.75,4.75,93,2025-04-25,197.63,Defaulted
L0000448,APP0000630,C000222,ACS,5.28,6.54,7,2025-06-01,0.83,Active
L0000449,APP0000631,C001690,Nano,210.18,15.17,30,2025-03-15,0.0,Closed
L0000450,APP0000633,C004973,ACS,5.84,9.05,7,2025-01-27,0.0,Closed
L0000451,APP0000637,C000214,ACS,19.71,6.78,7,2025-01-18,0.0,Closed
L0000452,APP0000638,C002848,BNPL,559.02,4.09,166,2025-04-28,437.11,Defaulted
L0000453,APP0000639,C002228,Nano,200.66,16.95,30,2025-06-23,58.11,Active
L0000454,APP0000644,C004592,ACS,13.06,6.86,7,2025-07-11,3.57,Active
L0000455,APP0000646,C001295,ACS,12.17,9.66,7,2025-12-11,10.7,Active
L0000456,APP0000650,C002739,ACS,26.67,6.81,7,2025-02-08,0.0,Active
L0000457,APP0000651,C002555,Nano,164.06,15.65,30,2025-04-27,0.0,Closed
L0000458,APP0000652,C003314,ACS,28.0,9.28,7,2025-04-17,21.15,Defaulted
L0000459,APP0000653,C003182,ACS,5.92,7.95,7,2025-03-01,0.0,Closed
L0000460,APP0000656,C001364,Nano,120.19,14.94,30,2025-08-16,47.05,Active
L0000461,APP0000657,C000632,ACS,23.55,6.38,7,2025-06-25,13.83,Active
L0000462,APP0000658,C002750,ACS,23.57,6.15,7,2025-01-15,0.0,Active
L0000463,APP0000660,C000015,Nano,29.75,16.04,30,2025-05-19,10.95,Active
L0000464,APP0000661,C004124,BNPL,941.08,3.58,137,2025-08-12,390.57,Active
L0000465,APP0000662,C003583,Nano,22.33,17.28,30,2025-06-25,3.29,Active
L0000466,APP0000665,C000805,ACS,17.38,7.32,7,2025-03-14,2.43,Active
L0000467,APP0000666,C004657,ACS,6.96,8.47,7,2025-02-24,0.0,Closed
L0000468,APP0000667,C001181,ACS,5.57,6.12,7,2025-07-16,2.93,Active
L0000469,APP0000668,C004304,ACS,26.14,7.67,7,2025-03-23,22.4,Defaulted
L0000470,APP0000669,C003318,BNPL,296.09,4.77,110,2025-05-23,31.47,Active
L0000471,APP0000670,C003117,Nano,91.41,16.31,30,2025-07-21,24.75,Active
L0000472,APP0000674,C004937,Nano,246.76,17.29,30,2025-07-11,183.05,Defaulted
L0000473,APP0000676,C003875,ACS,21.02,7.08,7,2025-04-13,0.0,Closed
L0000474,APP0000677,C001931,Nano,167.75,17.68,30,2025-08-01,85.55,Active
L0000475,APP0000679,C004176,Nano,115.67,14.85,30,2025-03-29,0.0,Active
L0000476,APP0000680,C002247,ACS,7.9,6.91,7,2025-04-28,0.0,Active
L0000477,APP0000681,C000408,Nano,85.51,14.74,30,2025-07-28,22.78,Active
L0000478,APP0000682,C004068,Nano,175.92,12.3,30,2025-06-23,25.18,Active
L0000479,APP0000683,C000658,Nano,97.69,15.66,30,2025-07-02,26.36,Active
L0000480,APP0000684,C003523,ACS,9.16,9.71,7,2025-06-14,1.38,Active
L0000481,APP0000685,C002201,ACS,27.16,9.78,7,2025-06-15,4.06,Active
L0000482,APP0000687,C001312,ACS,5.88,9.56,7,2025-05-23,0.14,Closed
L0000483,APP0000688,C002501,ACS,19.38,8.01,7,2025-03-18,0.61,Active
L0000484,APP0000689,C000936,Nano,228.16,13.32,30,2025-09-29,178.23,Active
L0000485,APP0000690,C001145,Nano,67.83,12.69,30,2025-03-08,0.0,Closed
L0000486,APP0000691,C002367,Nano,159.5,12.26,30,2025-03-24,38.35,Active
L0000487,APP0000692,C003943,Nano,49.51,14.39,30,2025-07-25,13.15,Active
L0000488,APP0000695,C001372,Nano,242.77,17.59,30,2025-04-17,91.38,Active
L0000489,APP0000696,C000083,Nano,70.73,14.4,30,2025-05-30,50.94,Defaulted
L0000490,APP0000697,C001541,ACS,7.32,7.75,7,2025-08-29,3.29,Active
L0000491,APP0000698,C000560,ACS,14.26,8.24,7,2025-06-15,2.16,Active
L0000492,APP0000699,C002616,Nano,295.17,14.96,30,2025-08-06,115.04,Active
L0000493,APP0000705,C004353,Nano,38.62,14.86,30,2025-03-05,0.0,Active
L0000494,APP0000706,C002405,ACS,11.92,8.51,7,2025-02-10,0.0,Closed
L0000495,APP0000707,C002122,ACS,15.64,9.28,7,2025-04-18,0.0,Closed
L0000496,APP0000708,C002607,ACS,13.31,6.36,7,2025-07-07,10.76,Defaulted
L0000497,APP0000710,C000542,ACS,17.36,7.76,7,2025-01-07,10.5,Defaulted
L0000498,APP0000711,C003859,Nano,94.27,17.61,30,2025-07-25,24.84,Active
L0000499,APP0000712,C000690,BNPL,502.45,4.73,171,2025-12-07,439.82,Active
L0000500,APP0000713,C003446,Nano,261.84,17.03,30,2025-04-09,121.67,Active
L0000501,APP0000716,C001889,Nano,123.77,17.32,30,2025-07-01,45.45,Active
L0000502,APP0000718,C003988,ACS,14.84,6.31,7,2025-03-06,0.0,Closed
L0000503,APP0000723,C002134,BNPL,147.36,2.25,134,2025-03-01,0.0,Closed
L0000504,APP0000724,C002030,Nano,216.07,15.05,30,2025-05-10,4.9,Closed
L0000505,APP0000725,C002522,Nano,30.63,17.38,30,2025-10-04,19.39,Active
L0000506,APP0000726,C002411,BNPL,519.21,4.91,98,2025-03-03,119.4,Active
L0000507,APP0000727,C000631,BNPL,415.11,3.18,123,2025-08-09,194.54,Active
L0000508,APP0000728,C000784,Nano,80.81,16.25,30,2025-05-31,19.82,Active
L0000509,APP0000729,C003679,Nano,295.89,15.71,30,2025-05-15,37.15,Active
L0000510,APP0000730,C003479,Nano,166.55,13.93,30,2025-02-26,0.0,Closed
L0000511,APP0000731,C001965,ACS,27.85,7.76,7,2025-04-22,2.08,Active
L0000512,APP0000732,C002237,ACS,18.87,7.78,7,2025-04-05,6.57,Active
L0000513,APP0000733,C001917,ACS,29.06,7.63,7,2025-04-09,9.19,Active
L0000514,APP0000734,C004287,ACS,28.78,9.29,7,2025-04-05,13.73,Defaulted
L0000515,APP0000735,C000347,Nano,39.13,15.88,30,2025-05-13,2.05,Active
L0000516,APP0000736,C003261,Nano,96.72,12.44,30,2025-03-05,0.0,Closed
L0000517,APP0000737,C001541,ACS,27.72,9.79,7,2025-03-17,3.11,Active
L0000518,APP0000738,C000853,Nano,110.49,15.91,30,2025-06-06,74.69,Active
L0000519,APP0000739,C000786,ACS,17.13,7.69,7,2025-05-29,0.4,Closed
L0000520,APP0000740,C002055,ACS,10.49,8.37,7,2025-08-21,4.06,Active
L0000521,APP0000741,C000726,ACS,25.87,9.26,7,2025-01-12,0.0,Closed
L0000522,APP0000742,C003385,Nano,115.11,15.56,30,2025-06-05,54.89,Active
L0000523,APP0000743,C001640,Nano,184.5,14.48,30,2025-05-09,5.22,Closed
L0000524,APP0000744,C004290,ACS,17.22,6.57,7,2025-06-04,2.48,Active
L0000525,APP0000745,C000730,ACS,21.08,8.71,7,2025-01-11,0.0,Closed
L0000526,APP0000746,C001755,ACS,21.33,6.2,7,2025-09-14,10.91,Active
L0000527,APP0000747,C001913,Nano,73.63,16.86,30,2025-04-13,0.0,Closed
L0000528,APP0000748,C003348,Nano,87.44,13.96,30,2025-05-14,12.86,Active
L0000529,APP0000749,C001481,ACS,12.98,8.59,7,2025-01-30,0.0,Active
L0000530,APP0000751,C002029,Nano,135.81,17.67,30,2025-03-04,0.0,Active
L0000531,APP0000752,C004524,Nano,195.46,12.1,30,2025-07-20,79.72,Active
L0000532,APP0000753,C004072,Nano,122.98,16.29,30,2025-08-08,63.62,Active
L0000533,APP0000755,C004979,ACS,18.52,7.6,7,2025-04-05,0.0,Closed
L0000534,APP0000757,C003828,Nano,253.8,13.16,30,2025-04-15,0.0,Closed
L0000535,APP0000759,C002479,Nano,202.79,15.64,30,2025-02-03,0.0,Closed
L0000536,APP0000760,C004703,Nano,48.03,12.92,30,2025-07-26,32.68,Defaulted
L0000537,APP0000762,C003601,ACS,16.15,7.25,7,2025-07-18,4.28,Active
L0000538,APP0000764,C000769,ACS,17.91,8.53,7,2025-03-09,0.0,Closed
L0000539,APP0000765,C002285,BNPL,336.99,2.0,104,2025-05-28,30.89,Active
L0000540,APP0000766,C002751,ACS,20.04,8.63,7,2025-04-14,0.0,Closed
L0000541,APP0000768,C001359,Nano,121.59,15.01,30,2025-08-15,88.1,Active
L0000542,APP0000769,C003901,ACS,22.37,9.76,7,2025-02-07,0.0,Active
L0000543,APP0000770,C004167,Nano,159.96,12.8,30,2025-04-11,15.61,Active
L0000544,APP0000771,C001043,BNPL,507.34,2.31,90,2025-05-10,177.72,Active
L0000545,APP0000772,C003915,ACS,29.19,9.05,7,2025-06-09,4.31,Active
L0000546,APP0000774,C002473,Nano,158.75,13.94,30,2025-03-21,46.8,Active
L0000547,APP0000775,C004390,BNPL,831.72,4.79,138,2025-04-14,210.29,Active
L0000548,APP0000776,C001510,Nano,228.65,17.21,30,2025-04-02,184.46,Defaulted
L0000549,APP0000777,C003426,Nano,58.19,14.38,30,2025-07-25,42.36,Defaulted
L0000550,APP0000779,C002455,ACS,13.1,8.24,7,2025-07-16,5.79,Active
L0000551,APP0000780,C004253,ACS,21.08,6.02,7,2025-02-11,0.0,Active
L0000552,APP0000782,C002527,Nano,198.51,16.78,30,2025-02-25,0.0,Closed
L0000553,APP0000783,C000592,Nano,156.6,16.76,30,2025-06-18,49.68,Active
L0000554,APP0000784,C003587,ACS,17.12,6.4,7,2025-03-19,0.0,Active
L0000555,APP0000785,C001555,ACS,28.93,9.23,7,2025-02-11,0.0,Closed
L0000556,APP0000788,C001745,Nano,201.14,15.27,30,2025-05-15,26.24,Active
L0000557,APP0000789,C001799,Nano,219.46,16.27,30,2025-04-29,0.0,Closed
L0000558,APP0000790,C004721,BNPL,272.74,3.04,101,2025-06-24,200.04,Defaulted
L0000559,APP0000793,C002601,BNPL,408.98,2.14,95,2025-01-04,27.28,Active
L0000560,APP0000794,C000361,BNPL,173.55,2.24,110,2025-03-28,40.34,Active
L0000561,APP0000796,C002289,ACS,15.37,9.66,7,2025-04-07,0.0,Closed
L0000562,APP0000797,C003629,Nano,190.86,17.59,30,2025-03-01,0.0,Closed
L0000563,APP0000801,C002641,Nano,273.92,16.39,30,2025-06-25,97.9,Active
L0000564,APP0000805,C004112,ACS,28.4,6.5,7,2025-05-12,5.38,Active
L0000565,APP0000806,C001572,Nano,298.66,17.01,30,2025-08-02,243.33,Active
L0000566,APP0000808,C004244,Nano,38.86,12.29,30,2025-04-06,13.78,Active
L0000567,APP0000809,C000555,BNPL,809.24,3.27,125,2025-06-23,172.24,Active
L0000568,APP0000810,C000662,Nano,53.21,12.85,30,2025-01-27,32.61,Defaulted
L0000569,APP0000812,C001881,Nano,65.76,14.36,30,2025-06-24,9.22,Active
L0000570,APP0000813,C004289,ACS,23.37,9.6,7,2025-07-08,6.31,Active
L0000571,APP0000814,C003171,BNPL,867.03,4.62,115,2025-02-15,0.0,Closed
L0000572,APP0000816,C001685,ACS,5.61,7.59,7,2025-01-16,0.0,Closed
L0000573,APP0000817,C002063,ACS,24.06,6.86,7,2025-04-01,0.0,Closed
L0000574,APP0000818,C002045,ACS,19.29,8.09,7,2025-05-01,5.54,Active
L0000575,APP0000820,C002751,ACS,14.65,7.98,7,2025-06-22,2.27,Active
L0000576,APP0000821,C001662,ACS,7.26,7.52,7,2025-08-22,5.57,Active
L0000577,APP0000824,C004355,Nano,67.81,13.18,30,2025-01-05,25.04,Defaulted
L0000578,APP0000825,C000976,ACS,18.84,9.84,7,2025-01-31,0.0,Closed
L0000579,APP0000826,C000560,ACS,24.09,7.61,7,2025-05-07,1.06,Active
L0000580,APP0000827,C002184,Nano,109.05,13.51,30,2025-05-15,20.82,Active
L0000581,APP0000828,C002848,ACS,28.6,6.25,7,2025-02-10,6.33,Defaulted
L0000582,APP0000829,C002800,ACS,12.45,7.48,7,2025-04-20,8.38,Active
L0000583,APP0000831,C004162,Nano,49.94,15.58,30,2025-02-19,0.0,Closed
L0000584,APP0000832,C001629,BNPL,150.41,3.01,150,2025-08-11,59.07,Active
L0000585,APP0000834,C001321,BNPL,120.8,4.91,105,2025-01-30,0.0,Active
L0000586,APP0000835,C001816,ACS,24.82,6.07,7,2025-03-03,0.0,Closed
L0000587,APP0000836,C002989,BNPL,754.57,4.8,143,2025-08-16,347.85,Active
L0000588,APP0000837,C004015,ACS,5.24,9.0,7,2025-04-02,2.61,Active
L0000589,APP0000838,C002075,ACS,7.23,6.56,7,2025-08-21,2.89,Active
L0000590,APP0000840,C004526,ACS,29.29,7.94,7,2025-04-30,0.0,Closed
L0000591,APP0000841,C001716,ACS,25.66,8.95,7,2025-04-20,4.73,Active
L0000592,APP0000844,C000206,Nano,223.98,13.46,30,2025-05-28,89.35,Active
L0000593,APP0000847,C004051,ACS,6.05,9.26,7,2025-10-19,3.84,Active
L0000594,APP0000848,C004481,Nano,250.95,13.04,30,2025-05-25,5.18,Closed
L0000595,APP0000849,C001501,Nano,71.85,12.31,30,2025-05-18,33.43,Active
L0000596,APP0000850,C002084,Nano,121.76,12.82,30,2025-06-04,20.68,Active
L0000597,APP0000851,C004243,ACS,22.85,6.79,7,2025-03-15,0.0,Closed
L0000598,APP0000852,C003770,Nano,81.18,15.51,30,2025-03-31,0.0,Closed
L0000599,APP0000853,C000926,Nano,299.32,14.61,30,2025-05-04,7.93,Closed
L0000600,APP0000854,C004229,Nano,116.27,15.54,30,2025-03-15,0.0,Closed
L0000601,APP0000855,C000515,ACS,19.1,7.91,7,2025-03-07,0.0,Closed
L0000602,APP0000858,C003273,ACS,27.61,9.66,7,2025-05-25,0.82,Closed
L0000603,APP0000859,C003991,ACS,27.82,9.79,7,2025-05-30,0.68,Closed
L0000604,APP0000860,C003686,ACS,23.18,7.42,7,2025-04-28,7.23,Active
L0000605,APP0000861,C001422,ACS,7.53,7.73,7,2025-05-22,6.75,Defaulted
L0000606,APP0000864,C004730,ACS,21.34,9.95,7,2025-02-13,0.0,Active
L0000607,APP0000866,C004836,Nano,55.13,12.03,30,2025-06-15,24.33,Active
L0000608,APP0000867,C003377,Nano,92.79,14.11,30,2025-05-09,3.16,Active
L0000609,APP0000868,C002434,BNPL,663.17,3.28,122,2025-03-12,0.0,Closed
L0000610,APP0000869,C003834,BNPL,521.95,3.84,158,2025-07-07,159.61,Active
L0000611,APP0000871,C004682,ACS,11.23,8.39,7,2025-04-06,0.45,Active
L0000612,APP0000876,C000695,ACS,5.31,9.96,7,2025-06-07,0.83,Active
L0000613,APP0000877,C001029,ACS,15.07,8.13,7,2025-04-26,0.0,Closed
L0000614,APP0000878,C003661,Nano,108.36,16.68,30,2025-03-10,0.0,Active
L0000615,APP0000880,C003436,ACS,7.35,9.4,7,2025-10-18,4.62,Active
L0000616,APP0000881,C001526,ACS,16.27,7.27,7,2025-03-06,0.0,Active
L0000617,APP0000882,C000700,ACS,9.21,6.25,7,2025-04-29,0.0,Closed
L0000618,APP0000885,C002237,ACS,21.55,8.13,7,2025-01-05,11.09,Defaulted
L0000619,APP0000886,C004322,Nano,74.68,17.65,30,2025-07-26,20.39,Active
L0000620,APP0000887,C003490,ACS,5.85,7.75,7,2025-03-02,0.0,Closed
L0000621,APP0000888,C004848,ACS,29.51,7.24,7,2025-07-18,8.71,Active
L0000622,APP0000889,C001986,BNPL,725.52,4.85,179,2025-04-21,394.2,Active
L0000623,APP0000890,C002027,ACS,24.38,8.51,7,2025-06-30,3.63,Active
L0000624,APP0000891,C003436,BNPL,145.73,4.97,102,2025-08-13,57.24,Active
L0000625,APP0000892,C000673,BNPL,693.1,4.37,104,2025-02-24,0.0,Closed
L0000626,APP0000893,C004286,BNPL,577.93,2.5,176,2025-03-13,0.0,Closed
L0000627,APP0000894,C001760,Nano,277.57,14.36,30,2025-10-16,176.51,Active
L0000628,APP0000896,C002539,ACS,10.15,7.38,7,2025-05-28,1.94,Active
L0000629,APP0000898,C001503,Nano,83.48,15.49,30,2025-05-05,3.82,Active
L0000630,APP0000899,C000699,ACS,20.19,6.24,7,2025-08-02,7.81,Active
L0000631,APP0000902,C000040,ACS,23.79,9.89,7,2025-05-27,17.93,Defaulted
L0000632,APP0000904,C004083,Nano,286.15,15.85,30,2025-05-10,81.05,Active
L0000633,APP0000905,C001674,Nano,232.07,13.25,30,2025-03-27,84.27,Active
L0000634,APP0000906,C004224,Nano,27.79,15.98,30,2025-04-10,18.76,Defaulted
