ApplicationID,CustomerID,ApplicationDate,Product,RequestedAmount,BehavioralScoreAtDecision,Decision,DeclineReason
APP0000405,C004852,2025-10-19,ACS,25.6,772,Approved,
APP0000406,C004611,2025-03-06,Nano,207.03,315,Declined,Low Behavioural Score
APP0000407,C002867,2025-02-27,ACS,15.79,484,Approved,
APP0000408,C001871,2025-05-29,Nano,26.08,432,Approved,
APP0000409,C000834,2025-04-27,Nano,203.67,633,Approved,
APP0000410,C001174,2025-02-26,ACS,24.57,815,Approved,
APP0000411,C003506,2025-10-14,Nano,82.71,649,Declined,Policy Rule Failure
APP0000412,C000650,2025-10-17,Nano,53.3,464,Declined,Duplicate Application
APP0000413,C004828,2025-02-09,Nano,108.25,327,Declined,Low Behavioural Score
APP0000414,C000729,2025-07-04,Nano,216.64,807,Approved,
APP0000415,C003774,2025-07-16,ACS,29.06,639,Approved,
APP0000416,C004249,2025-07-01,Nano,129.83,396,Declined,Low Behavioural Score
APP0000417,C001479,2025-02-20,Nano,252.4,786,Approved,
APP0000418,C002401,2025-07-21,Nano,233.08,674,Approved,
APP0000419,C002885,2025-07-12,ACS,27.17,738,Approved,
APP0000420,C003993,2025-02-10,ACS,21.58,633,Approved,
APP0000421,C000256,2025-02-17,ACS,28.66,558,Approved,
APP0000422,C001136,2025-04-17,Nano,276.83,773,Approved,
APP0000423,C000750,2025-06-28,ACS,5.84,487,Approved,
APP0000424,C001590,2025-02-17,Nano,164.66,515,Declined,Low Behavioural Score
APP0000425,C003365,2025-01-20,ACS,13.19,564,Approved,
APP0000426,C002064,2025-02-26,ACS,26.17,756,Approved,
APP0000427,C002461,2025-08-29,ACS,15.23,764,Approved,
APP0000428,C002273,2025-03-01,Nano,275.79,489,Declined,Policy Rule Failure
APP0000429,C000027,2025-03-09,ACS,27.7,734,Approved,
APP0000430,C000489,2025-03-22,ACS,14.1,848,Approved,
APP0000431,C001136,2025-03-01,ACS,19.37,784,Approved,
APP0000432,C000226,2025-09-11,Nano,27.74,729,Approved,
APP0000433,C004112,2025-09-04,ACS,13.93,603,Approved,
APP0000434,C004980,2025-02-02,ACS,21.45,593,Declined,Duplicate Application
APP0000435,C002424,2025-01-28,ACS,10.28,302,Declined,Incomplete Data
APP0000436,C003333,2025-01-03,ACS,8.97,612,Approved,
APP0000437,C000282,2025-03-29,ACS,28.85,720,Approved,
APP0000438,C000274,2025-06-04,ACS,19.59,648,Approved,
APP0000439,C003025,2025-06-09,Nano,178.16,532,Approved,
APP0000440,C003863,2025-10-26,Nano,249.71,687,Approved,
APP0000441,C004647,2025-08-27,ACS,18.93,534,Approved,
APP0000442,C001806,2025-05-01,Nano,200.95,688,Approved,
APP0000443,C002093,2025-03-22,ACS,12.68,528,Declined,Duplicate Application
APP0000444,C003983,2025-04-24,Nano,125.7,721,Approved,
APP0000445,C000704,2025-03-05,Nano,96.62,674,Approved,
APP0000446,C004750,2025-02-22,Nano,187.63,782,Approved,
APP0000447,C001489,2025-06-11,ACS,19.89,493,Declined,Low Behavioural Score
APP0000448,C000133,2025-05-26,ACS,9.14,670,Approved,
APP0000449,C003952,2025-03-29,Nano,233.98,739,Approved,
APP0000450,C004822,2025-06-04,ACS,9.84,581,Declined,Fraud Flag
APP0000451,C002409,2025-02-08,Nano,211.85,694,Approved,
APP0000452,C000829,2025-04-01,ACS,6.57,664,Approved,
APP0000453,C000758,2025-03-31,Nano,277.15,559,Approved,
APP0000454,C001487,2025-03-08,BNPL,154.06,859,Approved,
APP0000455,C002669,2025-02-20,BNPL,157.93,618,Approved,
APP0000456,C003135,2025-04-29,ACS,7.16,549,Declined,Policy Rule Failure
APP0000457,C003492,2025-05-13,Nano,147.16,789,Approved,
APP0000458,C003580,2025-05-23,ACS,18.77,495,Declined,Low Behavioural Score
APP0000459,C001205,2025-07-11,ACS,8.79,506,Declined,Low Behavioural Score
APP0000460,C000852,2025-02-16,Nano,230.23,586,Approved,
APP0000461,C004757,2025-07-14,Nano,54.55,468,Approved,
APP0000462,C000685,2025-06-07,Nano,282.57,559,Declined,Incomplete Data
APP0000463,C002549,2025-02-13,BNPL,490.87,383,Declined,Fraud Flag
APP0000464,C001433,2025-07-08,Nano,172.06,778,Approved,
APP0000465,C003657,2025-08-15,BNPL,789.27,872,Approved,
APP0000466,C001628,2025-03-14,Nano,252.43,856,Approved,
APP0000467,C000503,2025-06-13,ACS,24.93,473,Declined,Low Behavioural Score
APP0000468,C001592,2025-07-03,ACS,13.41,526,Declined,Low Behavioural Score
APP0000469,C000503,2025-07-05,BNPL,770.27,493,Declined,Duplicate Application
APP0000470,C000857,2025-08-20,Nano,44.39,659,Approved,
APP0000471,C002365,2025-07-31,ACS,20.71,885,Approved,
APP0000472,C004855,2025-05-25,Nano,119.75,723,Approved,
APP0000473,C001017,2025-09-30,ACS,5.43,541,Approved,
APP0000474,C003991,2025-09-10,ACS,24.78,760,Approved,
APP0000475,C002603,2025-08-24,ACS,26.98,723,Approved,
APP0000476,C004901,2025-05-27,Nano,55.59,729,Approved,
APP0000477,C002603,2025-10-01,Nano,66.19,717,Declined,Duplicate Application
APP0000478,C000519,2025-01-28,BNPL,215.61,598,Approved,
APP0000479,C002052,2025-02-20,Nano,299.91,482,Declined,Duplicate Application
APP0000480,C000378,2025-03-23,Nano,35.65,445,Approved,
APP0000481,C001110,2025-02-01,Nano,214.63,686,Approved,
APP0000482,C002680,2025-03-20,ACS,6.0,615,Approved,
APP0000483,C004501,2025-06-01,BNPL,684.31,546,Approved,
APP0000484,C003073,2025-01-03,BNPL,972.63,601,Approved,
APP0000485,C001824,2025-04-04,ACS,9.31,682,Approved,
APP0000486,C003176,2025-11-13,Nano,213.19,447,Declined,High Existing Exposure
APP0000487,C001222,2025-03-30,ACS,22.55,625,Approved,
APP0000488,C000467,2025-05-19,Nano,111.54,684,Approved,
APP0000489,C003669,2025-10-14,ACS,27.09,635,Approved,
APP0000490,C004219,2025-05-14,BNPL,727.37,792,Approved,
APP0000491,C003062,2025-02-10,BNPL,292.59,703,Approved,
APP0000492,C002449,2025-09-15,Nano,59.8,755,Approved,
APP0000493,C002290,2025-05-12,ACS,26.07,628,Declined,Fraud Flag
APP0000494,C001841,2025-02-01,ACS,5.87,726,Approved,
APP0000495,C004850,2025-04-30,Nano,263.19,514,Declined,Policy Rule Failure
APP0000496,C002523,2025-01-24,BNPL,183.7,762,Approved,
APP0000497,C004360,2025-01-12,ACS,26.8,643,Approved,
APP0000498,C000203,2025-05-27,ACS,11.37,643,Approved,
APP0000499,C001763,2025-02-19,Nano,246.09,346,Declined,Low Behavioural Score
APP0000500,C001076,2025-09-08,BNPL,999.41,612,Approved,
APP0000501,C000583,2025-05-04,BNPL,352.95,650,Approved,
APP0000502,C004993,2025-03-17,BNPL,861.63,513,Declined,Incomplete Data
APP0000503,C000261,2025-08-12,Nano,240.49,732,Approved,
APP0000504,C002763,2025-02-07,BNPL,808.75,690,Declined,Duplicate Application
APP0000505,C001088,2025-04-02,BNPL,394.38,571,Approved,
APP0000506,C000393,2025-06-25,BNPL,844.29,675,Approved,
APP0000507,C004913,2025-07-05,ACS,28.65,593,Approved,
APP0000508,C001465,2025-09-03,ACS,5.31,739,Approved,
APP0000509,C001758,2025-08-14,Nano,245.97,634,Approved,
APP0000510,C000924,2025-02-11,ACS,7.13,643,Approved,
APP0000511,C003432,2025-03-08,ACS,10.16,657,Approved,
APP0000512,C004624,2025-03-22,Nano,126.78,704,Approved,
APP0000513,C001697,2025-09-17,BNPL,988.48,722,Approved,
APP0000514,C004032,2025-07-18,Nano,223.16,670,Declined,High Existing Exposure
APP0000515,C002046,2025-05-22,ACS,29.77,786,Approved,
APP0000516,C002735,2025-01-15,Nano,129.22,782,Approved,
APP0000517,C004002,2025-03-06,ACS,23.09,808,Approved,
APP0000518,C004759,2025-10-24,ACS,21.73,407,Approved,
APP0000519,C003045,2025-08-05,ACS,5.12,881,Approved,
APP0000520,C001865,2025-02-26,Nano,46.14,691,Approved,
APP0000521,C002345,2025-01-13,ACS,5.33,700,Approved,
APP0000522,C004325,2025-02-12,Nano,151.54,703,Approved,
APP0000523,C001767,2025-01-20,Nano,181.55,584,Approved,
APP0000524,C002338,2025-04-17,Nano,31.7,643,Approved,
APP0000525,C003877,2025-04-24,ACS,11.2,441,Declined,Low Behavioural Score
APP0000526,C004244,2025-04-17,ACS,24.64,522,Declined,High Existing Exposure
APP0000527,C002234,2025-05-31,Nano,54.2,396,Declined,Low Behavioural Score
APP0000528,C004504,2025-02-16,ACS,22.15,791,Approved,
APP0000529,C004312,2025-06-16,Nano,146.92,543,Declined,Low Behavioural Score
APP0000530,C002315,2025-05-26,Nano,42.51,621,Approved,
APP0000531,C001387,2025-03-23,Nano,225.84,462,Approved,
APP0000532,C000891,2025-10-27,Nano,257.26,497,Declined,Low Behavioural Score
APP0000533,C000604,2025-01-15,BNPL,579.42,702,Approved,
APP0000534,C000962,2025-06-24,Nano,172.53,509,Declined,Low Behavioural Score
APP0000535,C000344,2025-06-30,ACS,6.39,808,Approved,
APP0000536,C001445,2025-05-19,ACS,28.81,480,Approved,
APP0000537,C004958,2025-05-29,BNPL,890.48,583,Approved,
APP0000538,C001115,2025-03-10,BNPL,993.97,560,Approved,
APP0000539,C001924,2025-04-10,Nano,226.91,762,Declined,Duplicate Application
APP0000540,C001942,2025-01-22,BNPL,659.85,649,Approved,
APP0000541,C002599,2025-09-19,Nano,264.57,575,Declined,Incomplete Data
APP0000542,C002534,2025-04-10,ACS,28.43,581,Approved,
APP0000543,C002906,2025-11-30,Nano,277.51,699,Approved,
APP0000544,C000436,2025-05-05,ACS,5.9,835,Approved,
APP0000545,C001606,2025-04-06,Nano,236.44,464,Approved,
APP0000546,C004549,2025-03-20,BNPL,433.58,386,Approved,
APP0000547,C004881,2025-01-18,Nano,247.74,330,Declined,Low Behavioural Score
APP0000548,C000013,2025-01-04,Nano,36.83,406,Declined,High Existing Exposure
APP0000549,C003152,2025-04-26,Nano,166.23,720,Approved,
APP0000550,C000692,2025-05-18,Nano,294.46,562,Declined,Duplicate Application
APP0000551,C002679,2025-06-15,Nano,188.59,534,Approved,
APP0000552,C000043,2025-05-18,ACS,6.39,578,Approved,
APP0000553,C003781,2025-09-06,BNPL,963.99,638,Approved,
APP0000554,C004933,2025-04-13,Nano,98.99,713,Approved,
APP0000555,C000616,2025-04-12,Nano,280.08,663,Approved,
APP0000556,C002054,2025-05-08,Nano,84.2,589,Approved,
APP0000557,C000971,2025-07-04,ACS,17.25,589,Approved,
APP0000558,C000981,2025-09-15,ACS,8.19,556,Approved,
APP0000559,C003965,2025-01-24,ACS,27.02,729,Approved,
APP0000560,C000594,2025-02-01,BNPL,697.39,633,Approved,
APP0000561,C000621,2025-01-22,Nano,50.72,698,Approved,
APP0000562,C001853,2025-06-23,Nano,256.54,557,Declined,Incomplete Data
APP0000563,C001545,2025-02-27,Nano,297.85,700,Approved,
APP0000564,C004880,2025-05-24,BNPL,957.28,761,Approved,
APP0000565,C001973,2025-02-18,Nano,31.96,784,Approved,
APP0000566,C002744,2025-08-11,BNPL,814.39,685,Approved,
APP0000567,C000516,2025-06-29,BNPL,932.61,482,Approved,
APP0000568,C001772,2025-05-18,Nano,298.47,683,Declined,Duplicate Application
APP0000569,C001031,2025-06-25,Nano,284.06,691,Approved,
APP0000570,C001823,2025-03-20,BNPL,888.52,771,Approved,
APP0000571,C001519,2025-08-21,BNPL,913.85,481,Approved,
APP0000572,C000587,2025-06-04,Nano,80.25,564,Declined,Incomplete Data
APP0000573,C002774,2025-08-28,ACS,28.9,332,Declined,Low Behavioural Score
APP0000574,C002586,2025-01-26,ACS,24.23,695,Approved,
APP0000575,C002594,2025-03-19,ACS,12.65,629,Approved,
APP0000576,C002121,2025-03-01,ACS,16.4,607,Approved,
APP0000577,C002625,2025-03-02,Nano,109.21,784,Approved,
APP0000578,C003645,2025-01-10,Nano,213.79,520,Declined,Incomplete Data
APP0000579,C001308,2025-07-07,Nano,55.29,746,Approved,
APP0000580,C000960,2025-02-06,ACS,12.72,823,Approved,
APP0000581,C003389,2025-04-02,Nano,222.54,666,Approved,
APP0000582,C000687,2025-07-01,ACS,24.73,803,Approved,
APP0000583,C001758,2025-05-29,Nano,159.54,633,Approved,
APP0000584,C002908,2025-04-30,BNPL,650.82,752,Approved,
APP0000585,C002923,2025-02-23,BNPL,772.83,541,Declined,High Existing Exposure
APP0000586,C003711,2025-03-30,ACS,16.85,520,Declined,Low Behavioural Score
APP0000587,C002359,2025-08-21,Nano,194.14,770,Approved,
APP0000588,C002488,2025-03-14,ACS,8.22,580,Approved,
APP0000589,C000222,2025-03-21,Nano,287.34,761,Approved,
APP0000590,C003951,2025-06-05,Nano,80.12,796,Approved,
APP0000591,C001185,2025-03-17,ACS,16.27,307,Declined,Low Behavioural Score
APP0000592,C004206,2025-03-12,Nano,274.54,517,Approved,
APP0000593,C003223,2025-02-26,Nano,126.88,558,Approved,
APP0000594,C004584,2025-02-26,Nano,79.25,598,Approved,
APP0000595,C004376,2025-06-03,ACS,26.19,621,Approved,
APP0000596,C001891,2025-08-06,ACS,7.89,583,Approved,
APP0000597,C001970,2025-04-24,Nano,249.37,634,Approved,
APP0000598,C004522,2025-05-08,Nano,57.83,688,Approved,
APP0000599,C004417,2025-03-31,Nano,27.64,748,Approved,
APP0000600,C003546,2025-06-07,Nano,78.44,761,Approved,
APP0000601,C004618,2025-07-24,BNPL,394.11,744,Approved,
APP0000602,C003125,2025-04-28,ACS,15.13,744,Approved,
APP0000603,C000124,2025-03-11,ACS,25.01,518,Declined,Low Behavioural Score
APP0000604,C002769,2025-06-03,Nano,264.31,591,Declined,Incomplete Data
APP0000605,C001851,2025-03-05,Nano,119.08,521,Declined,Fraud Flag
APP0000606,C000099,2025-04-01,Nano,66.86,541,Declined,Low Behavioural Score
APP0000607,C002780,2025-01-24,Nano,129.74,731,Approved,
APP0000608,C002802,2025-01-20,ACS,24.33,676,Approved,
APP0000609,C003660,2025-04-17,ACS,29.0,500,Approved,
APP0000610,C003895,2025-02-15,ACS,12.48,541,Approved,
APP0000611,C001613,2025-01-30,ACS,5.82,468,Declined,Low Behavioural Score
APP0000612,C004942,2025-05-23,ACS,26.96,771,Approved,
APP0000613,C002209,2025-02-20,BNPL,398.47,668,Approved,
APP0000614,C002166,2025-04-02,Nano,200.03,401,Declined,Low Behavioural Score
APP0000615,C000904,2025-02-11,Nano,59.68,708,Approved,
APP0000616,C004951,2025-05-21,ACS,16.36,786,Approved,
APP0000617,C001971,2025-05-31,Nano,140.35,772,Approved,
APP0000618,C000856,2025-06-19,BNPL,644.57,536,Approved,
APP0000619,C004233,2025-01-24,ACS,20.43,768,Approved,
APP0000620,C004791,2025-04-13,ACS,16.44,718,Approved,
APP0000621,C001071,2025-08-29,BNPL,978.93,795,Approved,
APP0000622,C002949,2025-03-26,ACS,29.24,491,Declined,Low Behavioural Score
APP0000623,C004526,2025-05-24,BNPL,287.33,668,Approved,
APP0000624,C003313,2025-03-06,ACS,16.17,392,Approved,
APP0000625,C002184,2025-04-23,BNPL,505.75,574,Approved,
APP0000626,C002869,2025-01-25,ACS,15.33,520,Declined,Duplicate Application
APP0000627,C000509,2025-06-03,Nano,29.43,319,Declined,Low Behavioural Score
APP0000628,C004915,2025-02-05,ACS,20.04,321,Declined,Policy Rule Failure
APP0000629,C002566,2025-10-10,Nano,97.78,487,Declined,Low Behavioural Score
APP0000630,C000222,2025-05-30,ACS,5.28,755,Approved,
APP0000631,C001690,2025-03-15,Nano,210.18,655,Approved,
APP0000632,C002053,2025-12-01,Nano,262.28,406,Declined,Low Behavioural Score
APP0000633,C004973,2025-01-25,ACS,5.84,668,Approved,
APP0000634,C004377,2025-03-13,Nano,251.64,493,Declined,Fraud Flag
APP0000635,C001520,2025-06-12,BNPL,650.9,657,Declined,Policy Rule Failure
APP0000636,C000836,2025-06-02,Nano,113.44,395,Declined,Fraud Flag
APP0000637,C000214,2025-01-18,ACS,19.71,647,Approved,
APP0000638,C002848,2025-04-28,BNPL,559.02,697,Approved,
APP0000639,C002228,2025-06-22,Nano,200.66,636,Approved,
APP0000640,C002618,2025-06-20,ACS,17.97,583,Declined,High Existing Exposure
APP0000641,C001364,2025-03-18,BNPL,488.9,629,Declined,Low Behavioural Score
APP0000642,C004038,2025-07-17,Nano,26.68,556,Declined,Fraud Flag
APP0000643,C002583,2025-11-04,Nano,119.1,613,Approved,
APP0000644,C004592,2025-07-09,ACS,13.06,893,Approved,
APP0000645,C001199,2025-03-31,BNPL,280.43,469,Declined,Incomplete Data
APP0000646,C001295,2025-12-09,ACS,12.17,612,Approved,
APP0000647,C002931,2025-02-03,Nano,291.22,618,Declined,Incomplete Data
APP0000648,C003466,2025-07-25,Nano,81.55,375,Declined,Duplicate Application
APP0000649,C001476,2025-01-31,Nano,47.6,426,Declined,Low Behavioural Score
APP0000650,C002739,2025-02-06,ACS,26.67,619,Approved,
APP0000651,C002555,2025-04-27,Nano,164.06,705,Approved,
APP0000652,C003314,2025-04-16,ACS,28.0,727,Approved,
APP0000653,C003182,2025-02-27,ACS,5.92,730,Approved,
APP0000654,C001002,2025-07-16,Nano,173.13,353,Declined,Low Behavioural Score
APP0000655,C000569,2025-03-19,Nano,106.05,608,Declined,Fraud Flag
APP0000656,C001364,2025-08-16,Nano,120.19,614,Approved,
APP0000657,C000632,2025-06-23,ACS,23.55,517,Approved,
APP0000658,C002750,2025-01-15,ACS,23.57,619,Approved,
APP0000659,C002561,2025-02-25,ACS,16.86,463,Declined,Low Behavioural Score
APP0000660,C000015,2025-05-17,Nano,29.75,746,Approved,
APP0000661,C004124,2025-08-10,BNPL,941.08,553,Approved,
APP0000662,C003583,2025-06-24,Nano,22.33,581,Approved,
APP0000663,C002333,2025-03-09,ACS,18.19,588,Declined,Incomplete Data
APP0000664,C000808,2025-03-29,ACS,10.04,450,Declined,Fraud Flag
APP0000665,C000805,2025-03-14,ACS,17.38,674,Approved,
APP0000666,C004657,2025-02-24,ACS,6.96,882,Approved,
APP0000667,C001181,2025-07-14,ACS,5.57,544,Approved,
APP0000668,C004304,2025-03-23,ACS,26.14,549,Approved,
APP0000669,C003318,2025-05-23,BNPL,296.09,684,Approved,
APP0000670,C003117,2025-07-20,Nano,91.41,593,Approved,
APP0000671,C004180,2025-05-14,ACS,5.47,319,Declined,Low Behavioural Score
APP0000672,C004456,2025-06-12,ACS,25.25,540,Declined,Incomplete Data
APP0000673,C001353,2025-06-29,BNPL,607.0,335,Declined,Low Behavioural Score
APP0000674,C004937,2025-07-11,Nano,246.76,623,Approved,
APP0000675,C000641,2025-06-11,ACS,16.06,557,Declined,Duplicate Application
APP0000676,C003875,2025-04-12,ACS,21.02,560,Approved,
APP0000677,C001931,2025-08-01,Nano,167.75,787,Approved,
APP0000678,C003134,2025-05-01,Nano,237.42,586,Declined,High Existing Exposure
APP0000679,C004176,2025-03-27,Nano,115.67,592,Approved,
APP0000680,C002247,2025-04-26,ACS,7.9,574,Approved,
APP0000681,C000408,2025-07-28,Nano,85.51,582,Approved,
APP0000682,C004068,2025-06-23,Nano,175.92,772,Approved,
APP0000683,C000658,2025-07-01,Nano,97.69,771,Approved,
APP0000684,C003523,2025-06-12,ACS,9.16,676,Approved,
APP0000685,C002201,2025-06-13,ACS,27.16,786,Approved,
APP0000686,C002364,2025-05-22,ACS,13.05,550,Declined,High Existing Exposure
APP0000687,C001312,2025-05-23,ACS,5.88,647,Approved,
APP0000688,C002501,2025-03-16,ACS,19.38,754,Approved,
APP0000689,C000936,2025-09-29,Nano,228.16,464,Approved,
APP0000690,C001145,2025-03-06,Nano,67.83,517,Approved,
APP0000691,C002367,2025-03-24,Nano,159.5,794,Approved,
APP0000692,C003943,2025-07-24,Nano,49.51,728,Approved,
APP0000693,C002569,2025-06-07,BNPL,274.35,823,Approved,
APP0000694,C004392,2025-03-21,ACS,11.46,573,Declined,Fraud Flag
APP0000695,C001372,2025-04-17,Nano,242.77,652,Approved,
APP0000696,C000083,2025-05-28,Nano,70.73,468,Approved,
APP0000697,C001541,2025-08-27,ACS,7.32,797,Approved,
APP0000698,C000560,2025-06-13,ACS,14.26,792,Approved,
APP0000699,C002616,2025-08-04,Nano,295.17,778,Approved,
APP0000700,C004957,2025-05-10,Nano,171.08,454,Declined,Low Behavioural Score
APP0000701,C002444,2025-02-16,BNPL,574.39,519,Declined,Policy Rule Failure
APP0000702,C000891,2025-03-14,Nano,242.36,470,Declined,Low Behavioural Score
APP0000703,C002919,2025-03-19,Nano,151.66,511,Declined,Policy Rule Failure
APP0000704,C003683,2025-04-17,BNPL,748.29,304,Declined,Duplicate Application
APP0000705,C004353,2025-03-05,Nano,38.62,655,Approved,
APP0000706,C002405,2025-02-10,ACS,11.92,740,Approved,
APP0000707,C002122,2025-04-18,ACS,15.64,728,Approved,
APP0000708,C002607,2025-07-05,ACS,13.31,671,Approved,
APP0000709,C001070,2025-03-14,ACS,5.83,549,Declined,High Existing Exposure
APP0000710,C000542,2025-01-05,ACS,17.36,633,Approved,
APP0000711,C003859,2025-07-25,Nano,94.27,574,Approved,
APP0000712,C000690,2025-12-07,BNPL,502.45,892,Approved,
APP0000713,C003446,2025-04-07,Nano,261.84,456,Approved,
APP0000714,C002890,2025-04-12,BNPL,205.67,604,Declined,High Existing Exposure
APP0000715,C002358,2025-05-19,BNPL,552.75,502,Declined,Low Behavioural Score
APP0000716,C001889,2025-06-30,Nano,123.77,719,Approved,
APP0000717,C004920,2025-06-11,ACS,12.65,689,Approved,
APP0000718,C003988,2025-03-05,ACS,14.84,827,Approved,
APP0000719,C000819,2025-09-07,ACS,8.0,466,Declined,Policy Rule Failure
APP0000720,C004860,2025-03-26,ACS,19.24,590,Approved,
APP0000721,C000649,2025-01-09,ACS,16.08,514,Declined,High Existing Exposure
APP0000722,C004062,2025-10-03,BNPL,901.49,543,Declined,Incomplete Data
APP0000723,C002134,2025-03-01,BNPL,147.36,705,Approved,
APP0000724,C002030,2025-05-10,Nano,216.07,690,Approved,
APP0000725,C002522,2025-10-04,Nano,30.63,639,Approved,
APP0000726,C002411,2025-03-03,BNPL,519.21,655,Approved,
APP0000727,C000631,2025-08-09,BNPL,415.11,509,Approved,
APP0000728,C000784,2025-05-31,Nano,80.81,478,Approved,
APP0000729,C003679,2025-05-13,Nano,295.89,685,Approved,
APP0000730,C003479,2025-02-25,Nano,166.55,779,Approved,
APP0000731,C001965,2025-04-20,ACS,27.85,510,Approved,
APP0000732,C002237,2025-04-03,ACS,18.87,661,Approved,
APP0000733,C001917,2025-04-08,ACS,29.06,733,Approved,
APP0000734,C004287,2025-04-05,ACS,28.78,657,Approved,
APP0000735,C000347,2025-05-11,Nano,39.13,610,Approved,
APP0000736,C003261,2025-03-04,Nano,96.72,661,Approved,
APP0000737,C001541,2025-03-17,ACS,27.72,796,Approved,
APP0000738,C000853,2025-06-04,Nano,110.49,656,Approved,
APP0000739,C000786,2025-05-28,ACS,17.13,691,Approved,
APP0000740,C002055,2025-08-20,ACS,10.49,759,Approved,
APP0000741,C000726,2025-01-11,ACS,25.87,815,Approved,
APP0000742,C003385,2025-06-05,Nano,115.11,642,Approved,
APP0000743,C001640,2025-05-09,Nano,184.5,852,Approved,
APP0000744,C004290,2025-06-02,ACS,17.22,572,Approved,
APP0000745,C000730,2025-01-10,ACS,21.08,817,Approved,
APP0000746,C001755,2025-09-13,ACS,21.33,640,Approved,
APP0000747,C001913,2025-04-13,Nano,73.63,738,Approved,
APP0000748,C003348,2025-05-12,Nano,87.44,762,Approved,
APP0000749,C001481,2025-01-28,ACS,12.98,657,Approved,
APP0000750,C000868,2025-03-07,BNPL,814.53,319,Declined,Low Behavioural Score
