CustomerID,Country,MNOPartner,CustomerTenureMonths,AverageMonthlyTopUp,TopUpFrequency,BehavioralScore,RegistrationDate
C000405,Pakistan,Telenor Pakistan,38,8.88,19,506,11/11/2021
C000406,Pakistan,Telenor Pakistan,43,10.37,10,540,26/05/2021
C000407,Nigeria,MTN Nigeria,38,23.99,18,725,04/11/2021
C000408,Uganda,MTN Uganda,59,9.91,12,576,16/02/2020
C000409,Nigeria,MTN Nigeria,35,15.9,13,604,30/01/2022
C000410,Pakistan,Zong,22,9.44,9,465,11/03/2023
C000411,Ghana,MTN Ghana,64,12.08,18,692,25/09/2019
C000412,Ghana,Telecel Ghana,11,6.53,8,408,24/01/2024
C000413,Nigeria,MTN Nigeria,35,15.22,9,530,08/02/2022
C000414,Pakistan,Jazz,30,12.94,19,662,30/06/2022
C000415,Nigeria,Airtel Nigeria,73,18.43,11,587,24/12/2018
C000416,Nigeria,MTN Nigeria,88,20.61,27,815,28/09/2017
C000417,Nigeria,MTN Nigeria,36,19.75,19,615,25/12/2021
C000418,Uganda,Airtel Uganda,30,6.49,8,424,23/06/2022
C000419,Nigeria,MTN Nigeria,16,11.57,2,350,01/09/2023
C000420,Pakistan,Jazz,39,10.47,21,702,09/10/2021
C000421,Ghana,MTN Ghana,31,8.29,8,516,28/05/2022
C000422,Nigeria,MTN Nigeria,25,12.29,10,471,16/11/2022
C000423,Nigeria,Airtel Nigeria,16,20.38,16,632,24/08/2023
C000424,Nigeria,MTN Nigeria,28,16.08,20,452,12/09/2022
C000425,Ghana,Telecel Ghana,38,10.16,12,627,01/11/2021
C000426,Uganda,Airtel Uganda,41,7.52,5,610,30/07/2021
C000427,Nigeria,Glo Nigeria,30,11.99,10,538,18/06/2022
C000428,Uganda,Airtel Uganda,44,12.32,16,772,25/04/2021
C000429,Nigeria,Glo Nigeria,46,15.7,11,556,03/03/2021
C000430,Uganda,Airtel Uganda,50,9.95,13,669,07/11/2020
C000431,Pakistan,Jazz,42,5.76,4,419,16/07/2021
C000432,Uganda,MTN Uganda,47,7.56,13,650,26/01/2021
C000433,Ghana,Telecel Ghana,28,12.13,17,543,31/08/2022
C000434,Uganda,MTN Uganda,51,10.07,18,671,04/10/2020
C000435,Nigeria,Airtel Nigeria,1,11.73,15,473,10/11/2024
C000436,Nigeria,MTN Nigeria,87,19.09,26,839,09/11/2017
C000437,Nigeria,Airtel Nigeria,31,12.14,14,486,05/06/2022
C000438,Kenya,Safaricom,81,12.74,21,,18/04/2018
C000439,Uganda,Airtel Uganda,39,8.86,30,795,05/10/2021
C000440,Ghana,MTN Ghana,23,12.93,19,643,23/01/2023
C000441,Pakistan,Jazz,41,8.78,12,598,04/08/2021
C000442,Nigeria,Airtel Nigeria,49,17.66,22,691,23/12/2020
C000443,Uganda,Airtel Uganda,63,12.44,27,870,21/10/2019
C000444,Nigeria,Airtel Nigeria,38,14.93,14,,06/11/2021
C000445,Nigeria,Glo Nigeria,33,18.38,19,686,06/04/2022
C000446,Uganda,MTN Uganda,1,6.69,8,352,01/12/2024
C000447,Pakistan,Zong,52,10.61,13,752,24/09/2020
C000448,Ghana,MTN Ghana,1,8.47,5,372,24/11/2024
C000449,Nigeria,MTN Nigeria,2,11.3,12,439,08/10/2024
C000450,Ghana,MTN Ghana,20,7.73,11,477,13/04/2023
C000451,Nigeria,MTN Nigeria,43,13.19,11,601,27/05/2021
C000452,Pakistan,Telenor Pakistan,79,13.35,13,766,09/06/2018
C000453,Uganda,Airtel Uganda,66,10.73,30,789,05/07/2019
C000454,Nigeria,MTN Nigeria,46,14.99,9,462,03/03/2021
C000455,Nigeria,Glo Nigeria,44,13.29,21,582,19/05/2021
C000456,Nigeria,MTN Nigeria,57,22.18,27,795,16/04/2020
C000457,Pakistan,Jazz,79,8.35,15,667,15/06/2018
C000458,Kenya,Safaricom,7,9.66,1,485,25/05/2024
C000459,Uganda,MTN Uganda,30,9.33,14,604,08/07/2022
C000460,Ghana,MTN Ghana,33,8.96,16,621,16/04/2022
C000461,Ghana,Telecel Ghana,71,14.35,28,868,22/02/2019
C000462,Nigeria,MTN Nigeria,24,17.87,13,635,02/01/2023
C000463,Pakistan,Jazz,33,8.11,9,416,24/03/2022
C000464,Kenya,Safaricom,53,16.73,21,,02/08/2020
C000465,Ghana,MTN Ghana,43,8.29,17,532,18/06/2021
C000466,Ghana,Telecel Ghana,56,10.14,19,707,12/05/2020
C000467,Ghana,Telecel Ghana,66,11.59,21,682,05/07/2019
C000468,Pakistan,Jazz,24,6.9,11,455,29/12/2022
C000469,Nigeria,MTN Nigeria,42,14.36,18,570,23/06/2021
C000470,Kenya,Safaricom,14,9.95,7,469,06/11/2023
C000471,Kenya,Safaricom,11,10.3,1,473,28/01/2024
C000472,Kenya,Safaricom,63,13.56,15,611,03/10/2019
C000473,Nigeria,Glo Nigeria,37,15.68,21,766,27/11/2021
C000474,Nigeria,MTN Nigeria,61,18.98,19,789,21/12/2019
C000475,Nigeria,Airtel Nigeria,46,15.29,11,629,25/02/2021
C000476,Kenya,Safaricom,36,7.93,4,380,06/01/2022
C000477,Kenya,Safaricom,11,15.03,15,599,14/01/2024
C000478,Ghana,MTN Ghana,55,10.69,19,670,17/06/2020
C000479,Ghana,MTN Ghana,24,7.38,1,462,02/01/2023
C000480,Kenya,Airtel Kenya,37,18.34,14,731,09/12/2021
C000481,Kenya,Safaricom,49,16.26,29,811,13/12/2020
C000482,Nigeria,MTN Nigeria,30,8.67,4,332,29/06/2022
C000483,Ghana,MTN Ghana,60,15.15,22,759,04/01/2020
C000484,Kenya,Safaricom,32,13.61,9,570,29/04/2022
C000485,Nigeria,Glo Nigeria,8,16.06,10,461,06/05/2024
C000486,Kenya,Airtel Kenya,26,17.26,17,674,27/10/2022
C000487,Kenya,Airtel Kenya,36,11.63,7,463,05/01/2022
C000488,Nigeria,MTN Nigeria,1,9.73,1,391,30/11/2024
C000489,Ghana,MTN Ghana,53,14.62,22,836,16/08/2020
C000490,Ghana,Telecel Ghana,83,10.12,27,685,08/02/2018
C000491,Uganda,MTN Uganda,37,8.01,11,521,08/12/2021
C000492,Ghana,Telecel Ghana,44,12.46,17,560,01/05/2021
C000493,Ghana,MTN Ghana,43,11.91,27,890,16/06/2021
C000494,Kenya,Safaricom,19,15.89,15,613,16/05/2023
C000495,Uganda,Airtel Uganda,58,10.67,18,731,04/03/2020
C000496,Kenya,Safaricom,45,13.68,28,768,18/04/2021
C000497,Kenya,Airtel Kenya,58,16.75,19,658,08/03/2020
C000498,Ghana,MTN Ghana,38,11.15,12,596,22/10/2021
C000499,Kenya,Safaricom,90,12.96,14,603,15/07/2017
C000500,Kenya,Safaricom,38,15.42,25,716,28/10/2021
C000501,Uganda,MTN Uganda,45,7.75,6,639,01/04/2021
C000502,Pakistan,Telenor Pakistan,12,6.29,10,444,23/12/2023
C000503,Pakistan,Jazz,44,9.04,13,492,18/05/2021
C000504,Kenya,Safaricom,52,17.84,17,699,24/09/2020
C000505,Kenya,Airtel Kenya,33,16.89,21,718,09/04/2022
C000506,Uganda,MTN Uganda,47,12.89,25,780,14/02/2021
C000507,Kenya,Safaricom,65,17.36,14,689,04/08/2019
C000508,Uganda,MTN Uganda,41,4.93,11,403,26/07/2021
C000509,Kenya,Airtel Kenya,1,8.88,5,316,23/11/2024
C000510,Nigeria,Airtel Nigeria,41,22.23,20,733,09/08/2021
C000511,Nigeria,MTN Nigeria,62,14.57,14,564,07/11/2019
C000512,Uganda,MTN Uganda,48,10.38,25,761,02/01/2021
C000513,Nigeria,MTN Nigeria,36,17.15,23,550,22/12/2021
C000514,Nigeria,MTN Nigeria,53,20.57,18,607,04/08/2020
C000515,Kenya,Safaricom,27,19.03,24,717,24/09/2022
C000516,Nigeria,Glo Nigeria,14,13.49,11,478,16/10/2023
C000517,Kenya,Safaricom,16,10.45,14,386,14/08/2023
C000518,Uganda,MTN Uganda,58,9.12,11,636,17/03/2020
C000519,Nigeria,MTN Nigeria,52,19,8,585,17/09/2020
C000520,Uganda,Airtel Uganda,70,13.16,28,875,07/03/2019
C000521,Pakistan,Jazz,44,13.87,23,710,18/05/2021
C000522,Kenya,Safaricom,67,20.17,12,763,24/06/2019
C000523,Nigeria,MTN Nigeria,16,10.08,6,364,05/09/2023
C000524,Ghana,Telecel Ghana,44,12.96,14,570,27/04/2021
C000525,Nigeria,MTN Nigeria,64,22.28,25,764,03/09/2019
C000526,Kenya,Airtel Kenya,67,12.42,19,651,20/06/2019
C000527,Pakistan,Jazz,56,10.23,18,845,25/05/2020
C000528,Pakistan,Jazz,38,11.87,14,670,11/11/2021
C000529,Uganda,Airtel Uganda,49,6.57,8,501,06/12/2020
C000530,Kenya,Airtel Kenya,58,11.44,18,594,18/03/2020
C000531,Ghana,MTN Ghana,37,12.8,21,693,26/11/2021
C000532,Uganda,Airtel Uganda,8,5.3,6,442,13/04/2024
C000533,Kenya,Safaricom,53,12.07,15,565,12/08/2020
C000534,Ghana,MTN Ghana,28,16.11,19,795,27/08/2022
C000535,Nigeria,Airtel Nigeria,6,11.5,21,528,04/07/2024
C000536,Nigeria,Airtel Nigeria,31,16.69,16,567,12/06/2022
C000537,Kenya,Safaricom,40,11.52,20,628,09/09/2021
C000538,Nigeria,Airtel Nigeria,28,22.28,25,704,11/09/2022
C000539,Nigeria,MTN Nigeria,42,16.55,21,639,21/07/2021
C000540,Uganda,MTN Uganda,63,14.37,28,893,10/10/2019
C000541,Pakistan,Zong,40,13.13,20,737,19/09/2021
C000542,Ghana,MTN Ghana,69,13.51,22,627,26/04/2019
C000543,Uganda,Airtel Uganda,32,7.29,10,474,26/04/2022
C000544,Pakistan,Telenor Pakistan,65,12.04,19,755,25/08/2019
C000545,Nigeria,Airtel Nigeria,9,11.61,20,530,31/03/2024
C000546,Kenya,Safaricom,24,15.79,17,722,21/12/2022
C000547,Kenya,Airtel Kenya,46,14,10,633,23/03/2021
C000548,Nigeria,Airtel Nigeria,64,17.47,20,604,21/09/2019
C000549,Uganda,Airtel Uganda,26,7.91,15,662,28/10/2022
C000550,Kenya,Safaricom,43,14.56,20,656,19/06/2021
C000551,Kenya,Safaricom,31,16.08,30,770,28/05/2022
C000552,Nigeria,MTN Nigeria,16,14.53,5,488,28/08/2023
C000553,Nigeria,MTN Nigeria,52,21.87,22,760,15/09/2020
C000554,Pakistan,Jazz,12,6.59,13,398,21/12/2023
C000555,Nigeria,Airtel Nigeria,30,20.55,25,768,15/07/2022
C000556,Nigeria,Glo Nigeria,29,19.26,21,758,28/07/2022
C000557,Nigeria,MTN Nigeria,14,20.76,28,680,26/10/2023
C000558,Kenya,Safaricom,22,9.43,4,337,12/03/2023
C000559,Ghana,Telecel Ghana,54,11.46,22,707,03/07/2020
C000560,Kenya,Safaricom,61,15,30,796,16/12/2019
C000561,Nigeria,Glo Nigeria,19,16.92,18,560,09/06/2023
C000562,Nigeria,MTN Nigeria,58,20.99,24,686,18/03/2020
C000563,Uganda,MTN Uganda,60,8.33,19,762,06/01/2020
C000564,Ghana,MTN Ghana,31,9.76,18,542,03/06/2022
C000565,Ghana,Telecel Ghana,36,10.52,18,635,06/01/2022
C000566,Ghana,MTN Ghana,32,13.72,16,673,16/05/2022
C000567,Uganda,Airtel Uganda,33,6.51,13,522,16/04/2022
C000568,Nigeria,MTN Nigeria,72,22.82,23,753,25/01/2019
C000569,Kenya,Safaricom,53,14.35,23,605,17/08/2020
C000570,Kenya,Airtel Kenya,40,17.61,21,701,31/08/2021
C000571,Kenya,Safaricom,43,16.04,12,588,07/06/2021
C000572,Uganda,MTN Uganda,27,9.88,15,693,11/10/2022
C000573,Kenya,Safaricom,46,14.32,15,592,04/03/2021
C000574,Uganda,Airtel Uganda,29,10.58,13,663,18/07/2022
C000575,Pakistan,Jazz,58,14.04,19,751,03/03/2020
C000576,Kenya,Safaricom,80,13.29,14,597,09/05/2018
C000577,Pakistan,Zong,43,10.36,22,799,07/06/2021
C000578,Ghana,Telecel Ghana,76,12.73,17,558,25/09/2018
C000579,Pakistan,Zong,36,6.81,9,509,16/01/2022
C000580,Kenya,Airtel Kenya,6,10.82,1,369,15/06/2024
C000581,Kenya,Safaricom,33,13.51,13,709,04/04/2022
C000582,Kenya,Safaricom,70,12.86,15,583,15/03/2019
C000583,Nigeria,MTN Nigeria,48,21.64,15,654,13/01/2021
C000584,Kenya,Safaricom,25,13.67,9,567,08/12/2022
C000585,Pakistan,Telenor Pakistan,39,11.36,26,670,29/09/2021
C000586,Ghana,Telecel Ghana,46,10.75,21,644,12/03/2021
C000587,Nigeria,Airtel Nigeria,33,14.18,14,566,02/04/2022
C000588,Kenya,Safaricom,60,13.65,26,829,30/12/2019
C000589,Nigeria,MTN Nigeria,52,13.9,9,465,16/09/2020
C000590,Nigeria,Airtel Nigeria,25,17.59,13,670,10/12/2022
C000591,Pakistan,Jazz,28,5.91,10,380,24/08/2022
C000592,Kenya,Airtel Kenya,43,14.3,23,701,04/06/2021
C000593,Kenya,Safaricom,31,16.74,9,632,05/06/2022
C000594,Ghana,MTN Ghana,54,13.28,17,623,09/07/2020
C000595,Nigeria,Airtel Nigeria,27,19.76,24,765,17/09/2022
C000596,Nigeria,Airtel Nigeria,1,19.04,12,556,27/11/2024
C000597,Uganda,Airtel Uganda,28,6.87,18,455,22/08/2022
C000598,Ghana,MTN Ghana,34,10.28,24,603,02/03/2022
C000599,Pakistan,Telenor Pakistan,1,6.75,6,403,08/11/2024
C000600,Ghana,MTN Ghana,24,16.09,22,767,16/12/2022
C000601,Kenya,Safaricom,75,13.94,20,729,31/10/2018
C000602,Uganda,MTN Uganda,53,8.99,18,722,22/08/2020
C000603,Pakistan,Zong,50,15.02,19,769,23/11/2020
C000604,Uganda,Airtel Uganda,77,11.26,22,704,31/08/2018
C000605,Pakistan,Telenor Pakistan,54,11.71,25,634,16/07/2020
C000606,Uganda,Airtel Uganda,54,8.33,17,493,19/07/2020
C000607,Pakistan,Jazz,17,10.59,18,587,17/07/2023
C000608,Nigeria,Airtel Nigeria,30,16.23,12,753,24/06/2022
C000609,Uganda,MTN Uganda,55,11.61,13,722,16/06/2020
C000610,Kenya,Safaricom,55,14.26,26,757,09/06/2020
C000611,Ghana,MTN Ghana,44,7.35,16,466,13/05/2021
C000612,Ghana,Telecel Ghana,3,11.45,13,491,18/09/2024
C000613,Pakistan,Jazz,59,9.36,21,752,19/02/2020
C000614,Pakistan,Telenor Pakistan,39,6.1,15,454,26/09/2021
C000615,Nigeria,Airtel Nigeria,53,15.94,20,642,19/08/2020
C000616,Uganda,MTN Uganda,35,,23,663,18/01/2022
C000617,Uganda,MTN Uganda,51,12.27,12,693,27/09/2020
C000618,Kenya,Airtel Kenya,23,10.53,16,581,06/02/2023
C000619,Nigeria,Airtel Nigeria,49,20.7,32,822,06/12/2020
C000620,Nigeria,MTN Nigeria,31,21.82,23,731,23/05/2022
C000621,Uganda,MTN Uganda,31,10.56,23,684,22/05/2022
C000622,Kenya,Safaricom,33,11.75,16,612,06/04/2022
C000623,Pakistan,Telenor Pakistan,39,10.82,21,731,03/10/2021
C000624,Kenya,Safaricom,29,15.03,24,661,11/08/2022
C000625,Pakistan,Jazz,13,7.25,11,557,01/12/2023
C000626,Kenya,Safaricom,68,15.56,14,633,26/05/2019
C000627,Uganda,Airtel Uganda,20,6.71,9,496,04/05/2023
C000628,Nigeria,Airtel Nigeria,24,13.5,7,394,01/01/2023
C000629,Ghana,MTN Ghana,23,14.95,16,773,22/01/2023
C000630,Uganda,MTN Uganda,56,9.42,18,599,01/05/2020
C000631,Pakistan,Jazz,32,9.81,11,514,30/04/2022
C000632,Uganda,MTN Uganda,22,6.06,15,503,27/02/2023
C000633,Nigeria,MTN Nigeria,47,19.13,16,814,31/01/2021
C000634,Kenya,Safaricom,56,14.93,22,682,09/05/2020
C000635,Nigeria,MTN Nigeria,1,20.4,23,663,19/11/2024
C000636,Nigeria,Airtel Nigeria,11,14.82,11,438,06/02/2024
C000637,Ghana,MTN Ghana,56,14.45,27,872,11/05/2020
C000638,Uganda,Airtel Uganda,44,11.85,24,725,21/05/2021
C000639,Uganda,MTN Uganda,75,7.81,21,615,17/10/2018
C000640,Pakistan,Telenor Pakistan,32,8.05,18,609,19/04/2022
C000641,Uganda,MTN Uganda,47,7.27,16,556,29/01/2021
C000642,Uganda,Airtel Uganda,75,12.65,28,742,10/10/2018
C000643,Nigeria,Airtel Nigeria,57,20.14,24,735,14/04/2020
C000644,Nigeria,MTN Nigeria,42,21.1,21,801,07/07/2021
C000645,Ghana,Telecel Ghana,23,13.66,24,677,27/01/2023
C000646,Pakistan,Jazz,45,7.3,14,572,16/04/2021
C000647,Nigeria,Airtel Nigeria,63,14.03,17,626,01/10/2019
C000648,Kenya,Safaricom,59,13.45,23,779,26/02/2020
C000649,Ghana,MTN Ghana,47,7.89,16,511,23/01/2021
C000650,Nigeria,MTN Nigeria,64,13.12,17,468,01/09/2019
C000651,Kenya,Airtel Kenya,62,14.59,22,762,01/11/2019
C000652,Pakistan,Jazz,25,12.3,25,664,13/12/2022
C000653,Ghana,MTN Ghana,52,16.21,24,786,27/08/2020
C000654,Nigeria,MTN Nigeria,47,16.56,16,,14/02/2021
C000655,Pakistan,Jazz,29,7.95,14,556,08/08/2022
C000656,Kenya,Safaricom,51,11.56,10,511,04/10/2020
C000657,Pakistan,Zong,34,7.62,23,585,07/03/2022
C000658,Nigeria,Airtel Nigeria,55,18.17,21,778,29/05/2020
C000659,Ghana,MTN Ghana,35,12.49,15,652,02/02/2022
C000660,Kenya,Safaricom,44,13.94,13,666,19/05/2021
C000661,Nigeria,MTN Nigeria,35,16.67,18,547,09/02/2022
C000662,Pakistan,Jazz,25,14.14,28,759,20/11/2022
C000663,Nigeria,MTN Nigeria,53,18.5,29,891,08/08/2020
C000664,Nigeria,MTN Nigeria,31,24.7,18,765,07/06/2022
C000665,Kenya,Safaricom,19,8.41,10,469,05/06/2023
C000666,Uganda,Airtel Uganda,30,11.93,17,670,26/06/2022
C000667,Uganda,MTN Uganda,45,8.32,8,520,15/04/2021
C000668,Pakistan,Zong,39,6.07,7,447,17/10/2021
C000669,Nigeria,Airtel Nigeria,34,12.9,12,475,02/03/2022
C000670,Kenya,Airtel Kenya,8,9.77,8,484,11/04/2024
C000671,Nigeria,Airtel Nigeria,29,17.05,14,532,06/08/2022
C000672,Ghana,Telecel Ghana,24,11.05,13,707,22/12/2022
C000673,Pakistan,Jazz,27,10.06,19,514,01/10/2022
C000674,Uganda,MTN Uganda,58,9.8,20,754,29/02/2020
C000675,Ghana,MTN Ghana,60,15.88,24,718,10/01/2020
C000676,Kenya,Airtel Kenya,41,11.38,15,576,05/08/2021
C000677,Pakistan,Jazz,61,11.91,20,672,23/12/2019
C000678,Kenya,Safaricom,48,17.35,15,703,27/12/2020
C000679,Nigeria,Airtel Nigeria,17,10.46,5,412,09/08/2023
C000680,Kenya,Safaricom,54,11.46,15,660,10/07/2020
C000681,Nigeria,Glo Nigeria,53,18.1,18,648,18/08/2020
C000682,Nigeria,MTN Nigeria,39,21.57,27,742,04/10/2021
C000683,Nigeria,MTN Nigeria,50,21.86,22,704,25/10/2020
C000684,Kenya,Safaricom,46,14.83,19,780,21/03/2021
C000685,Ghana,MTN Ghana,3,12.42,15,570,02/10/2024
C000686,Kenya,Safaricom,42,15.69,15,593,27/06/2021
C000687,Kenya,Safaricom,32,19.16,22,795,27/04/2022
C000688,Pakistan,Jazz,51,9.02,21,731,12/10/2020
C000689,Uganda,Airtel Uganda,12,6.97,18,589,01/01/2024
C000690,Kenya,Airtel Kenya,49,23.31,25,897,05/12/2020
C000691,Nigeria,MTN Nigeria,38,21.27,19,710,11/11/2021
C000692,Pakistan,Jazz,52,10.15,18,575,05/09/2020
C000693,Nigeria,MTN Nigeria,9,13.11,8,366,25/03/2024
C000694,Kenya,Airtel Kenya,14,9.28,18,529,16/10/2023
C000695,Pakistan,Telenor Pakistan,57,14.15,29,789,08/04/2020
C000696,Kenya,Safaricom,27,12.7,7,526,27/09/2022
C000697,Uganda,MTN Uganda,56,11.69,21,696,25/05/2020
C000698,Ghana,Telecel Ghana,17,11.66,12,554,23/07/2023
C000699,Ghana,Telecel Ghana,52,13.48,17,762,04/09/2020
C000700,Nigeria,MTN Nigeria,82,15.28,17,713,24/03/2018
C000701,Nigeria,Airtel Nigeria,48,25.15,22,791,05/01/2021
C000702,Kenya,Safaricom,46,16.8,18,690,05/03/2021
C000703,Nigeria,MTN Nigeria,2,12.79,8,481,26/10/2024
C000704,Pakistan,Telenor Pakistan,29,13.5,19,674,02/08/2022
C000705,Nigeria,MTN Nigeria,36,13.18,22,513,14/01/2022
C000706,Ghana,MTN Ghana,28,9.84,7,566,22/08/2022
C000707,Uganda,Airtel Uganda,66,14.85,31,861,28/07/2019
C000708,Uganda,Airtel Uganda,50,10.83,19,696,30/10/2020
C000709,Kenya,Safaricom,16,15.55,14,597,21/08/2023
C000710,Kenya,Safaricom,47,14.58,5,551,06/02/2021
C000711,Pakistan,Telenor Pakistan,33,12.95,27,798,02/04/2022
C000712,Ghana,MTN Ghana,26,9.98,10,613,09/11/2022
C000713,Uganda,Airtel Uganda,41,10.5,19,615,01/08/2021
C000714,Pakistan,Telenor Pakistan,53,8.82,19,522,14/08/2020
C000715,Uganda,MTN Uganda,24,9.62,12,641,20/12/2022
C000716,Nigeria,MTN Nigeria,29,14,15,481,21/07/2022
C000717,Ghana,Telecel Ghana,36,8.04,14,566,21/12/2021
C000718,Nigeria,Glo Nigeria,61,16.35,15,783,02/12/2019
C000719,Ghana,MTN Ghana,36,7.86,1,373,26/12/2021
C000720,Pakistan,Jazz,34,12.14,18,651,10/03/2022
C000721,Kenya,Airtel Kenya,46,11.77,14,536,15/03/2021
C000722,Kenya,Safaricom,44,8.91,3,453,24/04/2021
C000723,Nigeria,MTN Nigeria,49,11.94,9,429,25/11/2020
C000724,Pakistan,Zong,38,9.99,16,525,10/11/2021
C000725,Nigeria,Airtel Nigeria,62,19.13,32,895,10/11/2019
C000726,Nigeria,Glo Nigeria,47,22.46,23,824,25/01/2021
C000727,Nigeria,Airtel Nigeria,25,21.57,23,733,18/11/2022
C000728,Nigeria,MTN Nigeria,36,17.01,22,650,20/12/2021
C000729,Kenya,Airtel Kenya,53,17.69,27,793,15/08/2020
C000730,Kenya,Safaricom,50,20.09,27,799,08/11/2020
C000731,Kenya,Safaricom,46,11.63,16,613,06/03/2021
C000732,Nigeria,Glo Nigeria,1,9.39,6,381,04/11/2024
C000733,Nigeria,Airtel Nigeria,43,15.28,22,718,23/05/2021
C000734,Kenya,Airtel Kenya,88,20.31,24,870,24/09/2017
C000735,Nigeria,MTN Nigeria,46,17.84,17,534,26/02/2021
C000736,Ghana,Telecel Ghana,51,13.23,12,670,13/10/2020
C000737,Nigeria,Airtel Nigeria,42,20.38,14,603,03/07/2021
C000738,Kenya,Safaricom,38,16.51,19,695,25/10/2021
C000739,Kenya,Airtel Kenya,19,13.82,22,713,16/05/2023
C000740,Kenya,Safaricom,45,12.11,19,625,19/04/2021
C000741,Nigeria,Airtel Nigeria,12,,28,756,05/01/2024
C000742,Nigeria,Airtel Nigeria,43,,22,754,15/06/2021
C000743,Pakistan,Telenor Pakistan,21,7.37,5,414,09/04/2023
C000744,Nigeria,Glo Nigeria,42,20.6,22,761,15/07/2021
C000745,Kenya,Safaricom,77,14.68,19,709,08/08/2018
C000746,Kenya,Safaricom,62,11.9,17,578,11/11/2019
C000747,Kenya,Safaricom,54,14.68,12,630,24/07/2020
C000748,Kenya,Airtel Kenya,36,18.38,22,770,27/12/2021
C000749,Uganda,Airtel Uganda,67,10.54,23,628,04/06/2019
C000750,Uganda,Airtel Uganda,36,6.71,11,486,23/12/2021
C000751,Nigeria,MTN Nigeria,19,18.22,10,559,17/05/2023
C000752,Kenya,Safaricom,31,10.77,11,529,21/05/2022
C000753,Nigeria,Airtel Nigeria,52,15.54,8,625,02/09/2020
C000754,Kenya,Airtel Kenya,19,13.08,11,504,16/05/2023
C000755,Ghana,MTN Ghana,40,13.89,23,621,27/08/2021
C000756,Nigeria,Airtel Nigeria,40,19.68,10,591,30/08/2021
C000757,Kenya,Safaricom,30,12.75,15,728,11/07/2022
C000758,Pakistan,Telenor Pakistan,29,8.41,11,560,19/07/2022
C000759,Nigeria,MTN Nigeria,34,,26,771,16/03/2022
C000760,Kenya,Safaricom,59,17.93,28,728,19/02/2020
C000761,Uganda,MTN Uganda,13,7.34,12,481,17/11/2023
C000762,Nigeria,Glo Nigeria,48,14.53,14,699,01/01/2021
C000763,Nigeria,Airtel Nigeria,6,13.93,11,489,09/06/2024
C000764,Nigeria,Glo Nigeria,31,15.63,29,752,14/06/2022
C000765,Pakistan,Telenor Pakistan,19,9,15,609,19/05/2023
C000766,Nigeria,MTN Nigeria,22,14.73,11,480,10/03/2023
C000767,Nigeria,MTN Nigeria,27,10.77,10,452,26/09/2022
C000768,Nigeria,Airtel Nigeria,48,20.24,13,678,16/01/2021
C000769,Nigeria,MTN Nigeria,21,21.19,26,748,26/03/2023
C000770,Ghana,Telecel Ghana,47,13.27,26,772,18/02/2021
C000771,Nigeria,Airtel Nigeria,12,12.07,1,444,06/01/2024
C000772,Ghana,Telecel Ghana,40,12.28,8,551,22/08/2021
C000773,Ghana,MTN Ghana,36,12.14,14,652,02/01/2022
C000774,Uganda,MTN Uganda,32,9.99,17,569,04/05/2022
C000775,Nigeria,MTN Nigeria,17,13.49,8,496,30/07/2023
C000776,Pakistan,Jazz,68,11.51,20,677,06/05/2019
C000777,Ghana,Telecel Ghana,25,15.48,19,708,20/11/2022
C000778,Nigeria,MTN Nigeria,38,15.48,20,698,04/11/2021
C000779,Uganda,Airtel Uganda,50,9.6,24,759,20/11/2020
C000780,Pakistan,Jazz,33,12.06,17,610,28/03/2022
C000781,Nigeria,Glo Nigeria,21,14.88,14,554,06/04/2023
C000782,Pakistan,Zong,12,9.33,18,638,29/12/2023
C000783,Kenya,Safaricom,18,14.03,12,500,22/06/2023
C000784,Ghana,Telecel Ghana,11,7.3,9,472,09/01/2024
C000785,Pakistan,Jazz,81,14.18,24,850,02/05/2018
C000786,Kenya,Safaricom,78,17.24,27,702,05/08/2018
C000787,Uganda,Airtel Uganda,51,12.89,22,800,12/10/2020
C000788,Kenya,Airtel Kenya,6,10.73,16,484,15/06/2024
C000789,Uganda,Airtel Uganda,29,4.66,3,372,27/07/2022
C000790,Ghana,MTN Ghana,16,11.52,16,529,12/08/2023
C000791,Nigeria,Airtel Nigeria,42,23.57,30,772,15/07/2021
C000792,Kenya,Safaricom,42,14.7,22,789,28/06/2021
C000793,Kenya,Safaricom,36,13.81,17,691,25/12/2021
C000794,Nigeria,MTN Nigeria,48,21.87,23,820,29/12/2020
C000795,Nigeria,Airtel Nigeria,7,11.38,11,490,09/05/2024
C000796,Kenya,Safaricom,30,16.4,19,653,08/07/2022
C000797,Nigeria,MTN Nigeria,40,15.75,9,455,10/09/2021
C000798,Nigeria,Glo Nigeria,40,16.27,16,658,06/09/2021
C000799,Uganda,Airtel Uganda,46,12.13,28,701,13/03/2021
C000800,Uganda,MTN Uganda,18,12.84,23,791,07/07/2023
C000801,Uganda,MTN Uganda,44,8.69,10,522,13/05/2021
C000802,Kenya,Safaricom,18,14.04,15,507,30/06/2023
C000803,Pakistan,Telenor Pakistan,54,9.29,20,615,04/07/2020
C000804,Ghana,MTN Ghana,26,10.34,15,448,13/11/2022
C000805,Nigeria,MTN Nigeria,32,14.54,26,661,25/04/2022
C000806,Nigeria,Airtel Nigeria,17,18.02,20,671,18/07/2023
C000807,Ghana,Telecel Ghana,63,10.22,12,533,27/10/2019
C000808,Nigeria,Airtel Nigeria,36,,2,453,20/12/2021
